code,name,description
020840,鲜、冷、冻的鲸、海豚及鼠海豚的、海牛及儒艮的以及海豹、海狮及海象的肉及食用杂碎,
020850,鲜、冷、冻爬行动物（包括蛇及龟鳖）的肉及食用杂碎,
020860,鲜、冷、冻骆驼及其他骆驼科动物的肉及食用杂碎,
020890,其他鲜、冷、冻肉及食用杂碎,
020910,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,
020990,"未炼制或用其他方法提取的不带瘦肉的家禽脂肪,鲜、冷、冻、干、熏、盐腌或盐渍的",
021011,干、熏、盐腌或盐渍带骨猪腿及肉块,
021012,干、熏、盐腌或盐渍猪腹肉（五花肉）,
021019,其他干、熏、盐腌或盐渍猪肉,
021020,干、熏、盐腌或盐渍牛肉,
021091,干、熏、盐腌或盐渍灵长目动物肉及食用杂碎,
021092,干、熏、盐腌或盐渍的鲸、海豚及鼠海豚的、海牛及儒艮的、海豹、海狮及海象的肉及食用杂碎（包括细粉、粗粉）,
021093,干、熏、盐腌或盐渍的爬行动物（包括蛇及龟鳖）的肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,
021099,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,
030111,淡水观赏鱼,
030119,其他观赏鱼,
030191,鳟鱼,
030192,鳗鱼（鳗鲡属）,
030193,鲤科鱼（西鲤、黑鯽、草鱼、鲢属、鲮属、青鱼）,
030194,大西洋及太平洋蓝鳍金枪鱼,
030195,南方蓝鳍金枪鱼,
030199,其他活鱼,
030211,鲜、冷鳟鱼,
030213,鲜、冷大麻哈鱼,
030214,鲜、冷大西洋鲑鱼及多瑙哲罗鱼,
030219,其他鲜、冷鲑科鱼,
030221,鲜、冷庸鲽鱼（马舌鲽、庸鲽、狭鳞庸鲽）,
030222,鲜、冷鲽鱼（鲽）,
030223,鲜、冷鳎鱼（鳎属）,
030224,鲜、冷大菱鲆（瘤棘鮃）,
030229,其他鲜、冷比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科）,
030231,鲜、冷长鳍金枪鱼,
030232,鲜、冷黄鳍金枪鱼,
030233,鲜、冷鲣,
030234,鲜、冷大眼金枪鱼,
030235,鲜、冷大西洋及太平洋蓝鳍金枪鱼,
030236,鲜、冷南方蓝鳍金枪鱼,
030239,其他鲜、冷金枪鱼,
030241,鲜、冷鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,
030242,鲜、冷鳀鱼(鳀属),
030243,鲜、冷沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,
030244,鲜、冷鲭鱼〔大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）〕,
030245,鲜、冷对称竹荚鱼、新西兰竹荚鱼及竹荚鱼(竹荚鱼属),
030246,鲜、冷军曹鱼,
030247,鲜、冷剑鱼,
030249,鲜、冷印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、鲹鱼（鲹属）、银鲳(鲳属)、秋刀鱼、圆鲹(圆鲹属）、多春鱼（毛鳞鱼）、鲔鱼、狐鲣（狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼（旗鱼科）,
030251,鲜、冷鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,
030252,鲜、冷黑线鳕鱼（黑线鳕）,
030253,鲜、冷绿青鳕鱼,
030254,鲜、冷狗鳕鱼(无须鳕属、长鳍鳕属),
030255,鲜、冷阿拉斯加狭鳕鱼,
030256,鲜、冷蓝鳕鱼（小鳍鳕、南蓝鳕）,
030259,其他鲜、冷犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼,
030271,鲜、冷罗非鱼（口孵非鲫属）,
030272,鲜、冷鲶鱼（（鱼芒）鲶属、鲶属、胡鲶属、真鮰属）,
030273,鲜、冷鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,
030274,鲜、冷鳗鱼（鳗鲡属）,
030279,鲜、冷尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,
030281,鲜、冷角鲨及其他鲨鱼,
030282,鲜、冷魟鱼及鳐鱼（鳐科）,
030283,鲜、冷南极犬牙鱼（南极犬牙鱼属）,
030284,鲜、冷尖吻鲈鱼(舌齿鲈属),
030285,鲜、冷菱羊鲷(鲷科),
030289,其他鲜、冷鱼,
030291,鲜、冷鱼肝、鱼卵及鱼精,
030292,鲜、冷鲨鱼翅,
030299,其他鲜、冷可食用鱼杂碎,
030311,冻红大麻哈鱼,
030312,其他冻大麻哈鱼,
030313,冻大西洋鲑鱼及多瑙哲罗鱼,
030314,冻鳟鱼,
030319,其他冻鲑科鱼,
030323,冻罗非鱼（口孵非鲫属）,
030324,冻鲶鱼（（鱼芒）鲶属、鲶属、胡鲶属、真鮰属）,
030325,冻鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,
030326,冻鳗鱼（鳗鲡属）,
030329,冻尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,
030331,冻庸鲽鱼,
030332,冻鲽鱼（鲽）,
030333,冻鳎鱼（鳎属）,
030334,冻大菱鲆（瘤棘鮃）,
030339,其他冻比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科）,
030341,冻长鳍金枪鱼,
030342,冻黄鳍金枪鱼,
030343,冻鲣,
030344,冻大眼金枪鱼,
030345,冻大西洋及太平洋蓝鳍金枪鱼,
030346,冻南方蓝鳍金枪鱼,
030349,其他冻金枪鱼(金枪鱼属),
030351,冻鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,
030353,冻沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,
030354,冻鲭鱼〔大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）〕,
030355,冻对称竹荚鱼、新西兰竹荚鱼及竹荚鱼(竹荚鱼属),
030356,冻军曹鱼,
030357,冻剑鱼,
030359,冻鳀鱼（鳀属）、冻印度鲭(羽鳃鲐属)、冻马鲛鱼(马鲛属)、冻鲹鱼（鲹属）、冻银鲳(鲳属)、冻秋刀鱼、冻圆鲹(圆鲹属)、冻多春鱼（毛鳞鱼）、冻鲔鱼、冻狐鲣（狐鲣属）、冻枪鱼 、冻旗鱼、冻四鳍旗鱼（旗鱼科）,
030363,冻鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,
030364,冻黑线鳕鱼（黑线鳕）,
030365,冻绿青鳕鱼,
030366,冻狗鳕鱼(无须鳕属、长鳍鳕属),
030367,冻阿拉斯加狭鳕鱼,
030368,冻蓝鳕鱼（小鳍鳕、南蓝鳕）,
030369,其他冻犀鳕科、冻多丝真鳕科、冻鳕科、冻长尾鳕科、冻黑鳕科、冻无须鳕科、冻深海鳕科及南极鳕科鱼,
030381,冻角鲨及其他鲨鱼,
030382,冻魟鱼及鳐鱼（鳐科）,
030383,冻南极犬牙鱼（南极犬牙鱼属）,
030384,冻尖吻鲈鱼(舌齿鲈属),
030389,其他冻鱼,
030391,冻鱼肝、鱼卵及鱼精,
030392,冻鲨鱼翅,
030399,其他冻可食用鱼杂碎,
030431,鲜或冷罗非鱼（口孵非鲫属）鱼片,
030432,鲜或冷鲶鱼（（鱼芒）鲶属、鲶属、胡鲶属、真鮰属）鱼片,
030433,鲜或冷尼罗河鲈鱼（尼罗尖吻鲈）鱼片,
030439,鲜或冷的鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）及黑鱼（鳢属）的鱼片,
030441,鲜或冷大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼的鱼片,
030442,鲜或冷鳟鱼鱼片,
030443,鲜或冷比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科）的鱼片,
030444,鲜或冷犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼片,
030445,鲜或冷剑鱼鱼片,
030446,鲜或冷南极犬牙鱼(南极犬牙鱼属)鱼片,
030447,鲜或冷角鲨及其他鲨鱼鱼片,
030448,鲜或冷魟鱼及鳐鱼（鳐科）鱼片,
030449,其他鲜或冷的鱼片,
030451,鲜或冷的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）鱼肉,
030452,鲜或冷的鲑科鱼鱼肉,
030453,鲜或冷的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉,
030454,鲜或冷的剑鱼鱼肉,
030455,鲜或冷的南极犬牙鱼（南极犬牙鱼属）鱼肉,
030456,鲜或冷的角鲨及其他鲨鱼鱼肉,
030457,鲜或冷的魟鱼及鳐鱼（鳐科）鱼肉,
030459,其他鲜或冷的鱼肉,
030461,冻罗非鱼（口孵非鲫属）的鱼片,
030462,冻叉尾鮰鱼（真鮰属）的鱼片,
030463,冻尼罗河鲈鱼（尼罗尖吻鲈）的鱼片,
030469,冻鲤科鱼、鳗鱼（鳗鲡属）及黑鱼（鳢属）的鱼片,
030471,冻鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）鱼片,
030472,冻黑线鳕鱼（黑线鳕）鱼片,
030473,冻绿青鳕鱼鱼片,
030474,冻狗鳕鱼(无须鳕属、长鳍鳕属)鱼片,
030475,冻阿拉斯加狭鳕鱼鱼片,
030479,其他冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼的鱼片,
030481,冻大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼的鱼片,
030482,冻鳟鱼的鱼片,
030483,冻比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科）的鱼片,
030484,冻剑鱼的鱼片,
030485,冻南极犬牙鱼(南极犬牙鱼属)的鱼片,
030486,冻鲱鱼（大西洋鲱鱼、太平洋鲱鱼）的鱼片,
030487,冻金枪鱼(金枪鱼属)、鲣的鱼片,
030488,冻的角鲨、其他鲨鱼、魟鱼及鳐鱼（鳐科）的鱼片,
030489,其他冻鱼片,
030491,冻剑鱼鱼肉,
030492,冻南极犬牙鱼(南极犬牙鱼属)鱼肉,
030493,冻的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）鱼肉,
030494,冻阿拉斯加狭鳕鱼鱼肉,
030495,冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉，阿拉斯加狭鳕鱼的除外,
030496,冻的角鲨及其他鲨鱼鱼肉,
030497,冻的魟鱼及鳐鱼（鳐科）鱼肉,
030499,其他冻鱼肉,
030520,干、熏、盐腌或盐渍的鱼肝、鱼卵及鱼精,
030531,干、盐腌或盐渍的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）的鱼片,
030532,干、盐腌或盐渍的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼的鱼片,
030539,其他干、盐腌或盐渍的鱼片,
030541,熏大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼（不包括食用杂碎）,
030542,熏鲱鱼（不包括食用杂碎）,
030543,熏鳟鱼（不包括食用杂碎）,
030544,熏的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,
030549,其他熏鱼（不包括食用杂碎）,
030551,干鳕鱼(大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼)（不包括食用杂碎）,
030552,干的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,
030553,干的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼，鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）除外,
030554,干的鲱鱼（大西洋鲱鱼、太平洋鲱鱼）、鳀鱼（鳀属）、沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱、鲭鱼[大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）]、印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）、鲹鱼（鲹属）、军曹鱼、银鲳(鲳属)、秋刀鱼、圆鲹(圆鲹属)、多春鱼（毛鳞鱼）、剑鱼、鲔鱼、狐鲣（狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼（旗鱼科）,
030559,其他干鱼（不包括食用杂碎）,
030561,盐腌及盐渍的鲱鱼（不包括食用杂碎）,
030562,盐腌及盐渍的鳕鱼(大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼)（不包括食用杂碎）,
030563,盐腌及盐渍的鳀鱼(鳀属),
030564,盐腌及盐渍的罗非鱼（口孵非鲫属）、鲶鱼（(鱼芒)鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,
030569,其他盐腌及盐渍的鱼（不包括食用杂碎）,
030571,鲨鱼翅,
030572,鱼头、鱼尾、鱼鳔,
030579,其他鱼鳍及其他可食用杂碎,
030611,冻的岩礁虾和其他龙虾（真龙虾属、龙虾属、岩龙虾属）,
030612,冻的螯龙虾(螯龙虾属),
030614,冻蟹,
030615,冻挪威海螯虾,
030616,冻冷水小虾及对虾(长额虾属、褐虾),
030617,其他冻小虾及对虾,
030619,其他冻甲壳动物,
030631,活、鲜或冷的岩礁虾及其他龙虾（真龙虾属、龙虾属、岩龙虾属）,
030632,活、鲜或冷的螯龙虾（螯龙虾属）,
030633,活、鲜或冷的蟹,
030634,活、鲜或冷的挪威海螯虾,
030635,活、鲜或冷的冷水小虾及对虾(长额虾属、褐虾),
030636,其他小虾及对虾,
030639,其他活、鲜或冷的甲壳动物,
030691,本品目所列其他方法加工的岩礁虾及其他龙虾（真龙虾属、龙虾属、岩龙虾属）,
030692,本品目所列其他方法加工的螯龙虾（螯龙虾属）,
030693,本品目所列其他方法加工的蟹,
030694,本品目所列其他方法加工的挪威海螯虾,
030695,本品目所列其他方法加工的小虾及对虾,
030699,本品目所列其他方法加工的未列名甲壳动物,
030711,活、鲜或冷的牡蛎(蚝),
030712,冻的牡蛎(蚝),
030719,干、盐腌、盐渍或熏制的牡蛎(蚝),
030721,活、鲜或冷的扇贝及其他扇贝科软体动物,
030722,冻的扇贝及其他扇贝科软体动物,
030729,干、盐腌、盐渍或熏制的扇贝及其他扇贝科软体动物,
030731,活、鲜或冷的贻贝,
030732,冻的贻贝,
030739,干、盐腌、盐渍或熏制的贻贝,
030742,活、鲜或冷的墨鱼及鱿鱼,
030743,冻的墨鱼及鱿鱼,
030749,冻、干、盐腌、盐渍或熏制的墨鱼及鱿鱼,
030751,活、鲜或冷的章鱼,
030752,冻的章鱼,
030759,干、盐腌、盐渍或熏制的章鱼,
030760,蜗牛及螺，海螺除外,
030771,活、鲜或冷的蛤、鸟蛤及舟贝,
030772,冻的蛤、鸟蛤及舟贝（(蚶科、北极蛤科、鸟蛤科、斧蛤科、缝栖蛤科、蛤蜊科、中带蛤科、海螂科、双带蛤科、截蛏科、竹蛏科、砗磲科、帘蛤科),
030779,干、盐腌、盐渍或熏制的蛤、鸟蛤及舟贝(蚶科、北极蛤科、鸟蛤科、斧蛤科、缝栖蛤科、蛤蜊科、中带蛤科、海螂科、双带蛤科、截蛏科、竹蛏科、砗磲科、帘蛤科),
030781,活、鲜或冷的鲍鱼（鲍属）,
030782,活、鲜或冷的凤螺（凤螺属）,
030783,冻的鲍鱼（鲍属）,
030784,冻的凤螺（凤螺属）,
030787,干、盐腌、盐渍或熏制的鲍鱼（鲍属）,
030788,干、盐腌、盐渍或熏制的凤螺（凤螺属）,
030791,其他活、鲜、冷的软体动物,
030792,未列名冻的软体动物,
030799,未列名干、盐腌、盐渍或熏制的软体动物,
030811,活、鲜或冷的海参(仿刺参、海参纲),
030812,冻的海参(仿刺参、海参纲),
030819,干、盐腌、盐渍或熏制的海参(仿刺参、海参纲),
030821,活、鲜或冷的海胆,
030822,冻的海胆（球海胆属、拟球海胆、智利海胆、食用正海胆）,
030829,干、盐腌、盐渍或熏制的海胆（球海胆属、拟球海胆、智利海胆、食用正海胆）,
030830,活、鲜、冷、冻、干、盐腌、盐渍或熏制的海蜇,
030890,其他活、鲜、冷、冻、干、盐腌、盐渍或熏制的不属于甲壳动物及软体动物的水生无脊椎动物,
030910,适合供人食用的鱼的细粉、粗粉及团粒,
030990,适合供人食用的甲壳动物、软体动物和其他水生无脊椎动物的细粉、粗粉及团粒,
040110,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量不超过1%",
040120,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量超过1%,但不超过6%",
040140,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量超过6％，但不超过10％",
040150,"未浓缩及未加糖或其他甜物质的乳及稀奶油, 含脂量超过10％",
040210,固态乳及稀奶油，含脂量≤1.5％,
040221,未加糖的固态乳及稀奶油，含脂量＞1.5％,
040229,其他固态乳及稀奶油，含脂量＞1.5％,
040291,其他浓缩、未加糖的乳及稀奶油,
040299,其他浓缩的乳及稀奶油,
040320,酸乳,
040390,酪乳、结块的乳及稀奶油、酸乳酒及其他发酵或酸化的乳和稀奶油,
040410,乳清及改性乳清,
040490,其他含天然乳产品,
040510,黄油,
040520,乳酱,
040590,其他从乳提取的脂和油,
040610,鲜乳酪包括乳清乳酪；凝乳,
040620,各种磨碎或粉化的乳酪,
040630,经加工的乳酪（但磨碎或粉化的除外）,
040640,蓝纹乳酪和娄地青霉生产的带纹理的其他乳酪,
040690,未列名的乳酪,
040711,孵化用受精鸡蛋,
040719,其他孵化用受精禽蛋,
040721,鲜鸡蛋,
040729,其他鲜蛋,
040790,其他腌制或煮过的带壳禽蛋,
040811,干蛋黄,
040819,其他蛋黄,
040891,干去壳禽蛋,
040899,其他去壳禽蛋,
040900,天然蜂蜜,
041010,其他品目未列名的昆虫,
041090,其他食用动物产品,
050100,未经加工的人发，不论是否洗涤；废人发,
050210,猪鬃、猪毛及其废料,
050290,獾毛及其他制刷用兽毛；上述毛废料,
050400,动物肠、膀胱、胃，鲜冷冻干熏盐腌及盐渍,
050510,填充用羽毛；羽绒,
050590,其他羽毛；带羽毛或绒的鸟皮等；羽毛的废料,
050610,经酸处理的骨胶原及骨,
050690,其他未加工、简单整理骨及角柱；骨粉、废料,
050710,兽牙；兽牙粉末及废料,
050790,龟壳、鲸须、角、蹄、甲爪及喙及其粉末废料,
050800,珊瑚等；软体、甲壳、棘皮动物壳、墨鱼骨等,
051000,动物香料；斑蝥；胆汁；药用腺体等动物产品,
051110,牛的精液,
051191,鱼、甲壳、软体动物等的产品，第3章死动物,
051199,未列名动物产品；不宜食用的第1章死动物,
060110,休眠的根、茎,
060120,生长或开花的根、茎；菊苣植物及其根,
060210,无根插枝及接穗植物,
060220,食用水果或坚果树、灌木,
060230,杜鹃，不论是否嫁接,
060240,玫瑰，不论是否嫁接,
060290,其他苗木,
060311,鲜的制花束或装饰用的玫瑰插花及花蕾,
060312,鲜的制花束或装饰用的康乃馨插花及花蕾,
060313,鲜的制花束或装饰用的兰花插花及花蕾,
060314,鲜的制花束或装饰用的菊花插花及花蕾,
060315,鲜的制花束或装饰用的百合花(百合属)插花及花蕾,
060319,其他鲜的制花束或装饰用的插花及花蕾,
060390,制花束或装饰用的插花及花蕾（鲜的除外）,
060420,鲜的制花束或装饰用的不带花及花蕾的植物枝、叶或其他部分、草、苔藓及地衣,
060490,其他制花束或装饰用的不带花及花蕾的植物枝、叶或其他部分、草、苔藓及地衣,
070110,种用马铃薯,
070190,鲜或冷藏的马铃薯，种用除外,
070200,鲜或冷藏的番茄,
070310,鲜或冷藏的洋葱及青葱,
070320,鲜或冷藏的大蒜,
070390,鲜或冷藏的韭葱及其他葱属蔬菜,
070410,鲜或冷藏的菜花及西兰花,
070420,鲜或冷藏的抱子甘蓝,
070490,其他鲜或冷藏的食用芥菜类蔬菜,
070511,鲜或冷藏的结球莴苣（包心生菜）,
070519,其他鲜或冷藏的莴苣,
070521,鲜或冷藏的维特罗夫菊苣,
070529,其他鲜或冷藏的菊苣,
070610,鲜或冷藏的胡萝卜及芜菁,
070690,其他鲜或冷藏的食用根茎,
070700,鲜或冷藏的黄瓜及小黄瓜,
070810,鲜或冷藏的豌豆,
070820,鲜或冷藏的豇豆及菜豆,
070890,其他鲜或冷藏的豆类蔬菜,
070920,鲜或冷藏的芦笋,
070930,鲜或冷藏的茄子,
070940,鲜或冷藏的芹菜（块根芹除外）,
070951,鲜或冷藏的伞菌属蘑菇,
070952,鲜或冷藏的牛肝菌属蘑菇,
070953,鲜或冷藏的鸡油菌属蘑菇,
070954,鲜或冷藏的香菇,
070955,鲜或冷藏的松茸（松口蘑、美洲松口蘑、雪松口蘑、甜味松口蘑、欧洲松口蘑）,
070956,鲜或冷藏的块菌（松露属）,
070959,鲜或冷藏的其他蘑菇及块菌,
070960,鲜或冷藏的辣椒属及多香果属的果实,
070970,鲜或冷藏的菠菜,
070991,鲜或冷藏的洋蓟,
070992,鲜或冷藏的油橄榄,
070993,鲜或冷藏的南瓜、笋瓜及瓠瓜（南瓜属）,
070999,其他鲜或冷藏的蔬菜,
071010,冷冻马铃薯,
071021,冷冻豌豆,
071022,冷冻豇豆及菜豆,
071029,其他冷冻豆类蔬菜,
071030,冷冻菠菜,
071040,冷冻甜玉米,
071080,冷冻未列名蔬菜,
071090,冷冻什锦蔬菜,
071120,暂时保藏的油橄榄,
071140,暂时保藏的黄瓜及小黄瓜,
071151,暂时保藏的伞菌属蘑菇,
071159,其他暂时保藏的蘑菇及块菌,
071190,其他暂时保藏的蔬菜、什锦蔬菜,
071220,干洋葱,
071231,干伞菌属蘑菇,
071232,干木耳,
071233,干银耳,
071234,干香菇,
071239,其他干蘑菇及块菌,
071290,其他干蔬菜；什锦蔬菜,
071310,干豌豆,
071320,干鹰嘴豆,
071331,绿豆,
071332,红小豆（赤豆）,
071333,芸豆,
071334,干巴姆巴拉豆,
071335,干牛豆(豇豆),
071339,未列名豇豆属及菜豆属的干豆,
071340,干扁豆,
071350,干蚕豆,
071360,干木豆（木豆属）,
071390,其他脱荚干豆,
071410,鲜、冷、冻或干的木薯,
071420,鲜、冷、冻或干的甘薯,
071430,山药,
071440,芋头(芋属),
071450,箭叶黄体芋(黄肉芋属),
071490,其他鲜、冷、冻或干含有高淀粉或菊粉根茎,
080111,干椰子,
080112,未去内壳（内果皮）的椰子,
080119,其他椰子,
080121,未去壳巴西果,
080122,去壳巴西果,
080131,未去壳腰果,
080132,去壳腰果,
080211,未去壳扁桃核,
080212,去壳扁桃核,
080221,未去壳榛子,
