code,name,description
0205,鲜、冷、冻马、驴、骡肉,"02.05 鲜、冷、冻马、驴、骡肉
 
 本品目包括品目01.01所列活动物的鲜、冷、冻肉。
 
关 闭"
0206,鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎,"02.06 鲜、冷、冻牛、猪、绵羊、山羊、马、驴、骡的食用杂碎：
 10 — 鲜、冷牛杂碎
 — 冻牛杂碎：
 21 — — 舌
 22 — — 肝
 29 — — 其他
 30 — 鲜、冷猪杂碎
 — 冻猪杂碎：
 41 — — 肝
 49 — — 其他
 80 — 其他鲜或冷杂碎
 90 — 其他冻杂碎
 
 本品目的食用杂碎包括：头及头块（包括耳）、脚、尾、心、乳房、肝、肾、胰脏（胸腺及胰腺）、脑、肺、咽喉、厚横隔膜、薄横隔膜、脾、舌、胎膜、脊髓、食用皮、生殖器官（例如，子宫、卵巢及睾丸）、甲状腺、脑下腺。杂碎归类的原则，可参见本章的总注释。
 
关 闭"
0207,品目0105所列家禽的鲜、冷、冻肉及食用杂碎,"02.07 品目01.05所列家禽的鲜、冷、冻肉及食用杂碎：
 — 鸡：
 11 — — 整只，鲜或冷的
 12 — — 整只，冻的
 13 — — 块及杂碎，鲜或冷的
 14 — — 块及杂碎，冻的
 — 火鸡：
 24 — — 整只，鲜或冷的
 25 — — 整只，冻的
 26 — — 块及杂碎，鲜或冷的
 27 — — 块及杂碎，冻的
 — 鸭：
 41 — — 整只，鲜或冷的
 42 — — 整只，冻的
 43 — — 肥肝，鲜或冷的
 44 — — 其他，鲜或冷的
 45 — — 其他，冻的
 — 鹅：
 51 — — 整只，鲜或冷的
 52 — — 整只，冻的
 53 — — 肥肝，鲜或冷的
 54 — — 其他，鲜或冷的
 55 — — 其他，冻的
 60 — 珍珠鸡
 
 本品目仅包括品目01.05所列活家禽的鲜、冷、冻肉及食用杂碎。
 在国际贸易中最重要的家禽杂碎是鸡、鹅或鸭的肝，包括鹅或鸭的“肥肝”。肥肝与其他肝的区别在于它个大、量重、结实、脂肪多，其颜色从米白色至淡栗色不等，而其他肝通常是深红色或淡红色。
 
关 闭"
0208,其他鲜、冷、冻肉及食用杂碎,"02.08 其他鲜、冷、冻肉及食用杂碎：
 10 — 家兔或野兔的
 30 — 灵长目的
 40 — 鲸、海豚及鼠海豚（鲸目哺乳动物）的；海牛及儒艮（海牛目哺乳动物）的；海豹、海狮及海象（鳍足亚目哺乳动物）的
 50 — 爬行动物（包括蛇及龟鳖）的
 60 — 骆驼及其他骆驼科动物的
 90 — 其他
 
 本品目包括品目01.06所列动物（例如，家兔、野兔、蛙、驯鹿、河狸、鲸鱼、甲鱼）的适合供人食用的肉及杂碎。
 
关 闭"
0209,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪及家禽脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,"02.09 未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪及家禽脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的：
 10 — 猪的
 90 — 其他
 
 本品目的猪脂肪限于不带瘦肉的脂肪，即使仅适于工业用途的也应归入本品目。正常供食用的肉不归入本品目（酌情归入品目02.03或02.10，例如，五花肉和带有大量肥肉的类似肉，以及带有一层瘦肉的肥肉）。
 本品目主要包括猪脏腑周围的脂肪。这种脂肪如经炼制或用其他方法提取则归入品目15.01。
 本品目也包括未经炼制或用其他方法提取的家禽或野禽（例如，鹅或雁）脂肪，但不包括经炼制或用其他方法提取的脂肪（品目15.01）。
 本品目不包括海生哺乳动物的脂肪（第十五章）。
 
关 闭"
0210,肉及食用杂碎，干、熏、盐腌或盐渍的；可供食用的肉或杂碎的细粉、粗粉,"02.10 肉及食用杂碎，干、熏、盐腌或盐渍的；可供食用的肉或杂碎的细粉、粗粉：
 — 猪肉：
 11 — — 带骨的前腿、后腿及其肉块
 12 — — 腹肉（五花肉）
 19 — — 其他
 20 — 牛肉
 — 其他，包括可供食用的肉或杂碎的细粉、粗粉：
 91 — — 灵长目的
 92 — — 鲸、海豚及鼠海豚（鲸目哺乳动物）的；海牛及儒艮（海牛目哺乳动物）的；海豹、海狮及海象（鳍足亚目哺乳动物）的
 93 — — 爬行动物（包括蛇及龟鳖）的
 99 — — 其他
 
 本品目包括按本品目所列方法制作的各种肉及食用杂碎，但不包括未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪或家禽脂肪（品目02.09）。本品目也同样包括按本品目所列方法制作的五花肉和带有大量肥肉的类似肉，以及带有一层瘦肉的肥肉。
 盐腌、干制（包括脱水或冻干）或熏制的肉（例如，熏腌肉、火腿），如果未经剁碎或绞碎并加有其他配料就灌入肠、肚、膀胱、皮囊或类似肠衣（天然或人造）内，仍应归入本品目（否则归入品目16.01）。
 本品目包括食用肉或食用杂碎的粗粉或细粉，但不包括不适合供人食用的（例如，喂养动物的）肉或杂碎的粗粉或细粉（品目23.01）。
 品目02.06的注释条文在必要的地方稍加修改后，适用于本品目的食用杂碎。
 
关 闭"
0301,活鱼,"03.01 活鱼：
 — 观赏鱼：
 11 — — 淡水鱼
 19 — — 其他
 — 其他活鱼：
 91 — — 鳟鱼(河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼)
 92 — — 鳗鱼（鳗鲡属）
 93 — — 鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）
 94 — — 大西洋及太平洋蓝鳍金枪鱼
 95 ——南方蓝鳍金枪鱼
 99 — — 其他
 
 本品目包括不论其用途如何的各种活鱼（例如，观赏鱼）。
 本品目的鱼运输时通常是被置于适合鱼类生存的与自然环境相似的容器（水族箱、鱼槽等）中。
○
○ ○"
0302,鲜、冷鱼，但品目03.04的鱼片及其他鱼肉除外,"03.02 鲜、冷鱼，但品目03.04的鱼片及其他鱼肉除外(+)：
 — 鲑科鱼，但子目0302.91至0302.99的可食用鱼杂碎除外：
 11 — — 鳟鱼(河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼)
 13 — — 大麻哈鱼〔红大麻哈鱼、细磷大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼〕
 14 — — 大西洋鲑鱼及多瑙哲罗鱼
 19 — — 其他
 — 比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科），但子目0302.91至0302.99的可食用鱼杂碎除外：
 21 — — 庸鲽鱼
 22 — — 鲽鱼
 23 — — 鳎鱼
 24 — — 大菱鲆（瘤棘鮃）
 29 — — 其他
 — 金枪鱼(金枪鱼属)、鲣，但子目0302.91至0302.99的可食用鱼杂碎除外：
 31 — — 长鳍金枪鱼
 32 — — 黄鳍金枪鱼
 33 — — 鲣
 34 — — 大眼金枪鱼
 35 — — 大西洋及太平洋蓝鳍金枪鱼
 36 — — 南方蓝鳍金枪鱼
 39 — — 其他
 — 鲱鱼（大西洋鲱鱼、太平洋鲱鱼）、鳀鱼（鳀属）、沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱、鲭鱼[大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）]、印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）、鲹鱼（鲹属）、军曹鱼、银鲳(鲳属)、秋刀鱼、圆鲹(圆鲹属)、多春鱼（毛鳞鱼）、剑鱼、鲔鱼、狐鲣（狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼（旗鱼科），但子目0302.91至0302.99的可食用鱼杂碎除外：
 41 — — 鲱鱼（大西洋鲱鱼、太平洋鲱鱼）
 42 — — 鳀鱼（鳀属）
 43 — — 沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱
 44 — — 鲭鱼〔大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）〕
 45 — — 对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）
 46 — — 军曹鱼
 47 — — 剑鱼
 49 — 其他
 — 犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼，但子目0302.91至0302.99的可食用鱼杂碎除外:
 51 — — 鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）
 52 — — 黑线鳕鱼（黑线鳕）
 53 — — 绿青鳕鱼
 54 — — 狗鳕鱼（无须鳕属、长鳍鳕属）
 55 — — 阿拉斯加狭鳕鱼
 56 — — 蓝鳕鱼（小鳍鳕、南蓝鳕）
 59 — — 其他
 — 罗非鱼（口孵非鲫属）、鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属），但子目0302.91至0302.99的可食用鱼杂碎除外：
 71 — — 罗非鱼（口孵非鲫属）
 72 — — 鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）
 73 — — 鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）
 74 — — 鳗鱼（鳗鲡属）
 79 — — 其他
 — 其他鱼，但子目0302.91至0302.99的可食用鱼杂碎除外：
 81 — — 角鲨及其他鲨鱼
 82 — — 魟鱼及鳐鱼（鳐科）
 83 — — 南极犬牙鱼（南极犬牙鱼属）
 84 — — 尖吻鲈鱼（舌齿鲈属）
 85 — — 菱羊鲷（鲷科）
 89 — — 其他
 — 鱼肝、鱼卵、鱼精、鱼鳍、鱼头、鱼尾、鱼鳔及其他可食用鱼杂碎:
 91 ——鱼肝、鱼卵及鱼精
 92 ——鲨鱼翅
 99 — —其他
 
 本品目包括鲜或冷的鱼，不论是否整条、去头、去肚或切成带骨或带软骨鱼块的，但不包括品目03.04的鱼片及其他鱼肉。为了运输途中临时保鲜，这些鱼可以加盐、加冰或喷洒盐水。
 加有少许糖或包装时加入几片月桂叶的鱼仍归入本品目。
 与鱼身其它部分分离的鲜或冷的可食用鱼杂碎〔例如，鱼皮、鱼尾、鱼鳔、整个或半个鱼头（带或不带鱼脑、鱼颊、鱼舌、鱼眼、鱼颌或鱼唇）、鱼胃、鱼鳍、鱼舌〕，以及鱼肝、鱼卵及鱼精也归入本品目。
○
○ ○"
0303,冻鱼，但品目03.04的鱼片及其他鱼肉除外,"03.03 冻鱼，但品目03.04的鱼片及其他鱼肉除外(+)：
 — 鲑科鱼，但子目0303.91至0303.99的可食用鱼杂碎除外：
 11 — — 红大麻哈鱼
 12 — — 其他大麻哈鱼〔细磷大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼〕
 13 — — 大西洋鲑鱼及多瑙哲罗鱼
 14 — — 鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）
 19 — — 其他
 — 罗非鱼（口孵非鲫属）、鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属），但子目0303.91至0303.99的可食用鱼杂碎除外：
 23 — — 罗非鱼（口孵非鲫属）
 24 — — 鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）
 25 — — 鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）
 26 — — 鳗鱼（鳗鲡属）
 29 — — 其他
 — 比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科），但子目0303.91至0303.99的可食用鱼杂碎除外：
 31 — — 庸鲽鱼（马舌鲽、庸鲽、狭鳞庸鲽）
 32 — — 鲽鱼（鲽）
 33 — — 鳎鱼（鳎属）
 34 — — 大菱鲆（瘤棘鮃）
 39 — — 其他
 — 金枪鱼(金枪鱼属)、鲣，但子目0303.91至0303.99的可食用鱼杂碎除外：
 41 — — 长鳍金枪鱼
 42 — — 黄鳍金枪鱼
 43 — — 鲣
 44 — — 大眼金枪鱼
 45 — — 大西洋及太平洋蓝鳍金枪鱼
 46 — — 南方蓝鳍金枪鱼
 49 — — 其他
 — 鲱鱼（大西洋鲱鱼、太平洋鲱鱼）、鳀鱼（鳀属）、沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱、鲭鱼[大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）]、印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）、鲹鱼（鲹属）、军曹鱼、银鲳(鲳属)、秋刀鱼、圆鲹(圆鲹属)、多春鱼（毛鳞鱼）、剑鱼、鲔鱼、狐鲣（狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼（旗鱼科），但子目0303.91至0303.99的可食用鱼杂碎除外：
 51 — — 鲱鱼（大西洋鲱鱼、太平洋鲱鱼）
 53 — — 沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱
 54 — — 鲭鱼〔大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）〕
 55 — — 对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）
 56 — — 军曹鱼
 57 — — 剑鱼
 59 ——其他
 — 犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼，但子目0303.91至0303.99的可食用鱼杂碎除外:
 63 — — 鳕鱼（大西洋鳕鱼、太平洋鳕鱼、格陵兰鳕鱼）
 64 — — 黑线鳕鱼（黑线鳕）
 65 — — 绿青鳕鱼
 66 — — 狗鳕鱼（无须鳕属、长鳍鳕属）
 67 — — 阿拉斯加狭鳕鱼
 68 — — 蓝鳕鱼（小鳍鳕、南蓝鳕）
 69 — — 其他
 — 其他鱼，但子目0303.91至0303.99的可食用鱼杂碎除外：
 81 — — 角鲨及其他鲨鱼
 82 — — 魟鱼及鳐鱼（鳐科）
 83 — — 南极犬牙鱼（南极犬牙鱼属）
 84 — — 尖吻鲈鱼（舌齿鲈属）
 89 — — 其他
 — 鱼肝、鱼卵、鱼精、鱼鳍、鱼头、鱼尾、鱼鳔及其他可食用杂碎:
 91 — —鱼肝、鱼卵及鱼精
 92 — —鲨鱼翅
 99 — — 其他
 
 品目03.02的注释条文在必要的地方稍加修改后，适用于本品目的产品。
○
○ ○"
0304,鲜、冷、冻鱼片及其他鱼肉（不论是否绞碎）,"03.04 鲜、冷、冻鱼片及其他鱼肉（不论是否绞碎）：
 — 鲜或冷的罗非鱼（口孵非鲫属）、鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）的鱼片： 
 31 — — 罗非鱼（口孵非鲫属）
 32 — — 鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）
 33 — — 尼罗河鲈鱼（尼罗尖吻鲈）
 39 — — 其他
 — 鲜或冷的其他鱼片：
 41 — — 大麻哈鱼〔红大麻哈鱼、细磷大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼〕、大西洋鲑鱼及多瑙哲罗鱼
 42 — — 鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）
 43 — — 比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科）
 44 — — 犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼 
 45 — — 剑鱼
 46 — — 南极犬牙鱼（南极犬牙鱼属）
 47 — 角鲨及其他鲨鱼
48 — 及 魟鱼及鳐鱼（鳐科）
49 — — 其他
 — 其他，鲜或冷的：
 51 — — 罗非鱼（口孵非鲫属）、鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（醴属）
 52 — — 鲑科鱼
 53 — — 犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼
 54 — — 剑鱼
 55 — — 南极犬牙鱼（南极犬牙鱼属）
 56 — — 角鲨及其他鲨鱼
57 — — 魟鱼及鳐鱼（鳐科）
59 — — 其他
 — 冻的罗非鱼（口孵非鲫属）、鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）的鱼片：
 61 — — 罗非鱼（口孵非鲫属）
 62 — — 鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）
 63 — — 尼罗河鲈鱼（尼罗尖吻鲈）
 69 — — 其他
 — 冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼的鱼片：
 71 — — 鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）
 72 — — 黑线鳕鱼（黑线鳕）
 73 — — 绿青鳕鱼
 74 — — 狗鳕鱼（无须鳕属、长鳍鳕属）
 75 — — 阿拉斯加狭鳕鱼
 79 — — 其他
 — 其他冻鱼片：
 81 — — 大麻哈鱼〔红大麻哈鱼、细磷大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼〕、大西洋鲑鱼及多瑙哲罗鱼
 82 — — 鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）
 83 — — 比目鱼（鲽科、鮃科、舌鳎科、鳎科、菱鮃科、刺鮃科）
 84 — — 剑鱼
 85 — — 南极犬牙鱼（南极犬牙鱼属）
 86 — — 鲱鱼（大西洋鲱鱼、太平洋鲱鱼）
 87 — — 金枪鱼（金枪鱼属）、鲣
 88 — — 角鲨、其他鲨鱼、魟鱼及鳐鱼（鳐科）
 89 — — 其他
 — 其他，冻的：
 91 — — 剑鱼
 92 — — 南极犬牙鱼(南极犬牙鱼属)
 93 — — 罗非鱼（口孵非鲫属）、鲶鱼（鲶属、鲶属、胡鲶属、真鮰属）、鲤科鱼（鲤属、鯽属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）
 94 — — 阿拉斯加狭鳕鱼
 95 — — 犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼，阿拉斯加狭鳕鱼除外
 96 ——角鲨及其他鲨鱼
97 ——魟鱼及鳐鱼（鳐科）
 99 — — 其他
 
 本品目包括：
 一、鱼片
 本品目所称“鱼片”，是指顺鱼脊骨平切的长条肉片。它们构成鱼的左边或右边，但鱼头、鱼肠、鱼鳍（脊鳍、臀鳍、尾鳍、腹鳍、胸鳍）和鱼骨（脊骨，胸骨或肋骨、鳃骨或镫骨等）已去除，两边也不连接（例如，在背部或腹部连接）。
 有时为了使肉成片或便于随后切成薄片，鱼片会带有鱼皮，这不影响它的商品归类。同样，由于清理不彻底而残存的细刺骨或其他细鱼骨也不影响它的商品归类。
 切割成块的鱼片也作为鱼片归入本品目。
 烹煮过的鱼片，以及仅以面糊或面包屑包裹的鱼片，不论是否冷冻均归入品目16.04。
 二、其他鱼肉（不论是否绞碎），即去骨鱼肉。与鱼片一样，由于清理不彻底而残存的少量鱼骨不影响鱼肉的商品归类。
*
* *
 本品目仅包括下列状态的鱼片及其他鱼肉（不论是否绞碎）：
 （一）鲜或冷的，不论是否为运输途中临时保鲜而加了盐、冰或喷洒了盐水。
 （二）冻的，报验时常成冻块。
 加有少许糖或包装时加入几片月桂叶的鱼片及其他鱼肉（不论是否绞碎）仍归入本品目。
关 闭"
